symbol,side,entry_time,exit_time,entry_price,exit_price,quantity,fees,pnl,return_pct,bars_held,entry_reason,exit_reason,score
ETHUSDT,-1,2024-02-19 02:00:00+00:00,2024-02-19 12:00:00+00:00,3954.2935304705384,3737.4256218660244,15.763092298331694,48.498111572450746,3370.010748306666,5.484365460818685,12,ensemble_entry,take_profit,0.0
BTCUSDT,-1,2024-02-19 14:00:00+00:00,2024-02-19 20:00:00+00:00,65858.53365463992,66898.79350264589,1.1106420853814325,58.9783498734532,-1214.3347168013734,-1.5795369108292823,8,ensemble_entry,stop_or_trail,0.0
SOLUSDT,1,2024-03-02 02:00:00+00:00,2024-03-02 12:00:00+00:00,147.2557651011023,150.5241025183006,350.9828840333056,41.8062546976456,1105.3242379845776,2.2194970872307263,10,ensemble_entry,score_decay_exit,0.08953608134052211
SOLUSDT,1,2024-03-03 10:00:00+00:00,2024-03-04 03:00:00+00:00,152.01158338291845,163.73702398564993,290.4169565290514,36.679499832106416,3368.5872739753363,7.713517839752382,19,ensemble_entry,take_profit,0.0
ETHUSDT,1,2024-03-03 12:00:00+00:00,2024-03-04 11:00:00+00:00,4859.2977761529355,5079.183199121687,10.623406490846866,42.23220932075621,2293.700020288085,4.525045245175985,25,ensemble_entry,time_stop,0.0
SOLUSDT,1,2024-03-04 11:00:00+00:00,2024-03-04 14:00:00+00:00,163.14053185208755,159.9686661379885,293.29631055871283,37.9066942712296,-968.2032058041598,-1.9442536309584035,5,ensemble_entry,stop_or_trail,0.0
SOLUSDT,1,2024-03-04 22:00:00+00:00,2024-03-04 21:00:00+00:00,165.85538103025758,162.32424534616567,260.6684768340189,34.218433334199865,-954.6741936006888,-2.129044992183704,1,ensemble_entry,stop_or_trail,0.0
ETHUSDT,1,2024-03-04 22:00:00+00:00,2024-03-05 21:00:00+00:00,5193.632690684862,5366.052876050374,10.482803494721187,44.2780435048516,1763.1688782052147,3.3198378790775918,25,ensemble_entry,time_stop,0.0
BTCUSDT,1,2024-03-04 23:00:00+00:00,2024-03-05 22:00:00+00:00,84560.888544133,86846.83152959164,0.6269469375500998,42.98541806906657,1390.1795360783565,2.7033100347160888,25,ensemble_entry,time_stop,0.0
SOLUSDT,1,2024-03-05 23:00:00+00:00,2024-03-06 09:00:00+00:00,164.7536101625279,164.6530101252551,316.9400425860162,41.76085930485025,-73.64503940225023,-0.06106090007591547,12,ensemble_entry,stop_or_trail,0.0
ETHUSDT,1,2024-03-06 06:00:00+00:00,2024-03-06 20:00:00+00:00,5515.414634237917,5579.923791538596,10.093845674174034,44.797853509008476,606.347624855057,1.1696157329718515,16,ensemble_entry,stop_or_trail,0.0
SOLUSDT,1,2024-03-06 17:00:00+00:00,2024-03-06 21:00:00+00:00,173.49760061278653,170.2065526025588,283.33757948953684,38.95372113301474,-971.4312983347992,-1.8968838753987916,6,ensemble_entry,stop_or_trail,0.0
SOLUSDT,1,2024-03-07 05:00:00+00:00,2024-03-07 11:00:00+00:00,173.96091883238694,171.16959853058552,259.38204917036376,35.80826432993424,-759.8266441020247,-1.6045674629316498,8,ensemble_entry,stop_or_trail,0.0
BTCUSDT,1,2024-03-06 22:00:00+00:00,2024-03-07 12:00:00+00:00,88028.80665431074,88908.78965843722,0.6366271046935632,45.05730786080929,515.1637242357752,0.999653451604976,16,ensemble_entry,stop_or_trail,0.0
ETHUSDT,1,2024-03-07 14:00:00+00:00,2024-03-07 15:00:00+00:00,5618.434799023162,5521.360969419958,9.644435342578692,42.974816007312555,-979.1970890719159,-1.727773536147148,3,ensemble_entry,stop_or_trail,0.0
SOLUSDT,1,2024-03-07 19:00:00+00:00,2024-03-08 18:00:00+00:00,171.905238481563,174.39919772607922,304.37424237225054,42.16246016034019,716.9344953965543,1.450775593894238,25,ensemble_entry,time_stop,0.0
ETHUSDT,-1,2024-03-09 01:00:00+00:00,2024-03-09 03:00:00+00:00,5191.557738707307,5198.467575249952,10.238568976916147,42.5515963395425,-113.29843440062268,-0.13309755742723084,2,ensemble_entry,score_decay_exit,-0.16827344243363318
SOLUSDT,1,2024-03-09 02:00:00+00:00,2024-03-09 02:00:00+00:00,174.59240077643656,171.52190819179216,301.6688812370848,41.764766546636906,-968.0368294030775,-1.75866336162942,2,ensemble_entry,stop_or_trail,0.0
BTCUSDT,-1,2024-03-09 04:00:00+00:00,2024-03-09 20:00:00+00:00,82270.41592127335,82478.56314869081,0.6696355127243853,44.12870682813379,-183.5114821819834,-0.25300373784014063,18,ensemble_entry,stop_or_trail,0.0
ETHUSDT,-1,2024-03-09 10:00:00+00:00,2024-03-09 20:00:00+00:00,5161.478309440007,5215.907667488783,10.696195415063585,44.39941932270835,-626.5864693288763,-1.054530403609899,12,ensemble_entry,stop_or_trail,0.0
BTCUSDT,-1,2024-03-10 04:00:00+00:00,2024-03-10 05:00:00+00:00,81251.16912241466,81586.36582718728,0.6728524292748497,43.82625238718717,-269.36416947836994,-0.41254385431377383,1,ensemble_entry,score_decay_exit,-0.15993567475005352
ETHUSDT,-1,2024-03-10 05:00:00+00:00,2024-03-10 13:00:00+00:00,5101.630955819783,5169.219006083758,10.717474255291078,44.03102801866342,-768.404216688142,-1.3248322124687073,10,ensemble_entry,stop_or_trail,0.0
SOLUSDT,-1,2024-03-10 07:00:00+00:00,2024-03-10 21:00:00+00:00,162.29402039599336,164.14298794331512,323.279040592241,42.21209714789322,-639.9445519322618,-1.1392702841486857,16,ensemble_entry,stop_or_trail,0.0
